identifier	added	reason
NCBITaxon:2769078	2026-09-12	attested rule: Wolbachia endosymbiont of Spodoptera picta, 3 sources incl. NCBI
NCBITaxon:2769256	2026-09-12	attested rule: Klebsiella sp. RLT01, 3 sources incl. NCBI
NCBITaxon:2770505	2026-09-12	attested rule: Candidatus Laterigemmans baculatus, 3 sources incl. NCBI
NCBITaxon:2770581	2026-09-12	attested rule: Candidatus Sarmatiella mevalonica, 3 sources incl. NCBI
NCBITaxon:2771354	2026-09-12	attested rule: Spirosoma profusum, 3 sources incl. NCBI
NCBITaxon:2771355	2026-09-12	attested rule: Spirosoma validum, 3 sources incl. NCBI
NCBITaxon:2771357	2026-09-12	attested rule: Microvirga jeongseonensis, 3 sources incl. NCBI
NCBITaxon:2772252	2026-09-12	attested rule: Bacillus crepusculi, 3 sources incl. NCBI
NCBITaxon:2772254	2026-09-12	attested rule: Psychrobacter noctis, 3 sources incl. NCBI
NCBITaxon:2772432	2026-09-12	attested rule: Streptomyces sp. KY70, 3 sources incl. NCBI
NCBITaxon:2772433	2026-09-12	attested rule: Streptomyces sp. KY75, 3 sources incl. NCBI
NCBITaxon:2774055	2026-09-12	attested rule: Kluyvera genomosp. 3, 3 sources incl. NCBI
NCBITaxon:2774125	2026-09-12	attested rule: Psychrobacter sp. 72-O-c, 3 sources incl. NCBI
NCBITaxon:2774142	2026-09-12	attested rule: Paenibacillus arenosi, 3 sources incl. NCBI
NCBITaxon:2774876	2026-09-12	attested rule: Marivivens aquimaris, 3 sources incl. NCBI
NCBITaxon:2775245	2026-09-12	attested rule: Shewanella sp. ENK2, 3 sources incl. NCBI
NCBITaxon:2775278	2026-09-12	attested rule: Oxalobacteraceae sp. CFBP 8763, 3 sources incl. NCBI
NCBITaxon:2775280	2026-09-12	attested rule: Oxalobacteraceae sp. CFBP 8761, 3 sources incl. NCBI
NCBITaxon:2775289	2026-09-12	attested rule: Oxalobacteraceae sp. CFBP 8755, 3 sources incl. NCBI
NCBITaxon:2775292	2026-09-12	attested rule: Oxalobacteraceae sp. CFBP 13730, 3 sources incl. NCBI
NCBITaxon:2775299	2026-09-12	attested rule: Oxalobacteraceae sp. CFBP 8753, 3 sources incl. NCBI
NCBITaxon:2775312	2026-09-12	attested rule: Oxalobacteraceae sp. CFBP 13708, 3 sources incl. NCBI
NCBITaxon:2775867	2026-09-12	attested rule: Nisaea sediminum, 3 sources incl. NCBI
NCBITaxon:2775868	2026-09-12	attested rule: Oricola nitratireducens, 3 sources incl. NCBI
NCBITaxon:2777155	2026-09-12	attested rule: Rickettsia endosymbiont of Cardiosporidium cionae, 3 sources incl. NCBI
NCBITaxon:2777367	2026-09-12	attested rule: Pseudomonas sp. OST1909, 3 sources incl. NCBI
NCBITaxon:2777577	2026-09-12	attested rule: Vibrio bathopelagicus, 3 sources incl. NCBI
NCBITaxon:2777983	2026-09-12	attested rule: Paenibacillus sp. JNUCC31, 3 sources incl. NCBI
NCBITaxon:2777984	2026-09-12	attested rule: Paenibacillus sp. JNUCC32, 3 sources incl. NCBI
NCBITaxon:2777994	2026-09-12	attested rule: Sneathia sp. DSM 16631, 3 sources incl. NCBI
NCBITaxon:2778370	2026-09-12	attested rule: Peribacillus sp. JNUCC41, 3 sources incl. NCBI
NCBITaxon:2778652	2026-09-12	attested rule: Escherichia coli O100:H21, 3 sources incl. NCBI
NCBITaxon:2778653	2026-09-12	attested rule: Escherichia coli O112ab:H8, 3 sources incl. NCBI
NCBITaxon:2778654	2026-09-12	attested rule: Escherichia coli O152:H23, 3 sources incl. NCBI
NCBITaxon:2778656	2026-09-12	attested rule: Escherichia coli O20:H12, 3 sources incl. NCBI
NCBITaxon:2778657	2026-09-12	attested rule: Escherichia coli O9:H10, 3 sources incl. NCBI
NCBITaxon:2779401	2026-09-12	attested rule: Jiella soli, 3 sources incl. NCBI
NCBITaxon:2779529	2026-09-12	attested rule: Verticiella alkaliphila, 3 sources incl. NCBI
NCBITaxon:2779536	2026-09-12	attested rule: Enterobacter cloacae complex sp. S4, 3 sources incl. NCBI
NCBITaxon:2779537	2026-09-12	attested rule: Enterobacter cloacae complex sp. S3, 3 sources incl. NCBI
NCBITaxon:2779540	2026-09-12	attested rule: Enterobacter cloacae complex sp. P47BA, 3 sources incl. NCBI
NCBITaxon:2779541	2026-09-12	attested rule: Enterobacter cloacae complex sp. P46RS, 3 sources incl. NCBI
NCBITaxon:2779542	2026-09-12	attested rule: Enterobacter cloacae complex sp. P45RS, 3 sources incl. NCBI
NCBITaxon:2779543	2026-09-12	attested rule: Enterobacter cloacae complex sp. P44RS, 3 sources incl. NCBI
NCBITaxon:2779544	2026-09-12	attested rule: Enterobacter cloacae complex sp. P43RS, 3 sources incl. NCBI
NCBITaxon:2779545	2026-09-12	attested rule: Enterobacter cloacae complex sp. P42RS, 3 sources incl. NCBI
NCBITaxon:2779546	2026-09-12	attested rule: Enterobacter cloacae complex sp. P42C, 3 sources incl. NCBI
NCBITaxon:2779547	2026-09-12	attested rule: Enterobacter cloacae complex sp. P41RS, 3 sources incl. NCBI
NCBITaxon:2779548	2026-09-12	attested rule: Enterobacter cloacae complex sp. P41C, 3 sources incl. NCBI
NCBITaxon:2779550	2026-09-12	attested rule: Enterobacter cloacae complex sp. P40C2, 3 sources incl. NCBI
NCBITaxon:2779551	2026-09-12	attested rule: Enterobacter cloacae complex sp. P40C, 3 sources incl. NCBI
NCBITaxon:2779552	2026-09-12	attested rule: Enterobacter cloacae complex sp. P39RS, 3 sources incl. NCBI
NCBITaxon:2779553	2026-09-12	attested rule: Enterobacter cloacae complex sp. P38RS, 3 sources incl. NCBI
NCBITaxon:2779554	2026-09-12	attested rule: Enterobacter cloacae complex sp. P37RS, 3 sources incl. NCBI
NCBITaxon:2779555	2026-09-12	attested rule: Enterobacter cloacae complex sp. P36RS, 3 sources incl. NCBI
NCBITaxon:2779556	2026-09-12	attested rule: Enterobacter cloacae complex sp. P35B, 3 sources incl. NCBI
NCBITaxon:2779557	2026-09-12	attested rule: Enterobacter cloacae complex sp. P34C, 3 sources incl. NCBI
NCBITaxon:2779558	2026-09-12	attested rule: Enterobacter cloacae complex sp. P33B, 3 sources incl. NCBI
NCBITaxon:2779559	2026-09-12	attested rule: Enterobacter cloacae complex sp. P32C, 3 sources incl. NCBI
NCBITaxon:2779560	2026-09-12	attested rule: Enterobacter cloacae complex sp. P31C, 3 sources incl. NCBI
NCBITaxon:2779561	2026-09-12	attested rule: Enterobacter cloacae complex sp. P30U, 3 sources incl. NCBI
NCBITaxon:2779562	2026-09-12	attested rule: Enterobacter cloacae complex sp. P30BA, 3 sources incl. NCBI
NCBITaxon:2779563	2026-09-12	attested rule: Enterobacter cloacae complex sp. P29RS, 3 sources incl. NCBI
NCBITaxon:2779564	2026-09-12	attested rule: Enterobacter cloacae complex sp. P28RS, 3 sources incl. NCBI
NCBITaxon:2779565	2026-09-12	attested rule: Enterobacter cloacae complex sp. P27C, 3 sources incl. NCBI
NCBITaxon:2779566	2026-09-12	attested rule: Enterobacter cloacae complex sp. P26RS, 3 sources incl. NCBI
NCBITaxon:2779567	2026-09-12	attested rule: Enterobacter cloacae complex sp. P25RS, 3 sources incl. NCBI
NCBITaxon:2779568	2026-09-12	attested rule: Enterobacter cloacae complex sp. P24RS, 3 sources incl. NCBI
NCBITaxon:2779569	2026-09-12	attested rule: Enterobacter cloacae complex sp. P23RS, 3 sources incl. NCBI
NCBITaxon:2779570	2026-09-12	attested rule: Enterobacter cloacae complex sp. P22RS, 3 sources incl. NCBI
NCBITaxon:2779571	2026-09-12	attested rule: Enterobacter cloacae complex sp. P21RS, 3 sources incl. NCBI
NCBITaxon:2779572	2026-09-12	attested rule: Enterobacter cloacae complex sp. P21C, 3 sources incl. NCBI
NCBITaxon:2779573	2026-09-12	attested rule: Enterobacter cloacae complex sp. P20C, 3 sources incl. NCBI
NCBITaxon:2779574	2026-09-12	attested rule: Enterobacter cloacae complex sp. P20B, 3 sources incl. NCBI
NCBITaxon:2779575	2026-09-12	attested rule: Enterobacter cloacae complex sp. P18RS, 3 sources incl. NCBI
NCBITaxon:2779576	2026-09-12	attested rule: Enterobacter cloacae complex sp. P17RS, 3 sources incl. NCBI
NCBITaxon:2779577	2026-09-12	attested rule: Enterobacter cloacae complex sp. P16RS2, 3 sources incl. NCBI
NCBITaxon:2779578	2026-09-12	attested rule: Enterobacter cloacae complex sp. P15RS, 3 sources incl. NCBI
NCBITaxon:2779579	2026-09-12	attested rule: Enterobacter cloacae complex sp. P14RS, 3 sources incl. NCBI
NCBITaxon:2779580	2026-09-12	attested rule: Enterobacter cloacae complex sp. P13RS, 3 sources incl. NCBI
NCBITaxon:2779581	2026-09-12	attested rule: Enterobacter cloacae complex sp. P13B, 3 sources incl. NCBI
NCBITaxon:2779582	2026-09-12	attested rule: Enterobacter cloacae complex sp. P12RS, 3 sources incl. NCBI
NCBITaxon:2779583	2026-09-12	attested rule: Enterobacter cloacae complex sp. P11RS, 3 sources incl. NCBI
NCBITaxon:2779584	2026-09-12	attested rule: Enterobacter cloacae complex sp. P10RS, 3 sources incl. NCBI
NCBITaxon:2779585	2026-09-12	attested rule: Enterobacter cloacae complex sp. P9RS, 3 sources incl. NCBI
NCBITaxon:2779586	2026-09-12	attested rule: Enterobacter cloacae complex sp. P8RS, 3 sources incl. NCBI
NCBITaxon:2779587	2026-09-12	attested rule: Enterobacter cloacae complex sp. P8BA, 3 sources incl. NCBI
NCBITaxon:2779588	2026-09-12	attested rule: Enterobacter cloacae complex sp. P6RS, 3 sources incl. NCBI
NCBITaxon:2779589	2026-09-12	attested rule: Enterobacter cloacae complex sp. P5RS, 3 sources incl. NCBI
NCBITaxon:2779590	2026-09-12	attested rule: Enterobacter cloacae complex sp. P4RS, 3 sources incl. NCBI
NCBITaxon:2779591	2026-09-12	attested rule: Enterobacter cloacae complex sp. P3B, 3 sources incl. NCBI
NCBITaxon:2779592	2026-09-12	attested rule: Enterobacter cloacae complex sp. P2B, 3 sources incl. NCBI
NCBITaxon:2779593	2026-09-12	attested rule: Enterobacter cloacae complex sp. P1B, 3 sources incl. NCBI
NCBITaxon:2779594	2026-09-12	attested rule: Enterobacter cloacae complex sp. I11, 3 sources incl. NCBI
NCBITaxon:2779595	2026-09-12	attested rule: Enterobacter cloacae complex sp. I10, 3 sources incl. NCBI
NCBITaxon:2779596	2026-09-12	attested rule: Enterobacter cloacae complex sp. I9, 3 sources incl. NCBI
NCBITaxon:2779597	2026-09-12	attested rule: Enterobacter cloacae complex sp. I8, 3 sources incl. NCBI
NCBITaxon:2779598	2026-09-12	attested rule: Enterobacter cloacae complex sp. I7, 3 sources incl. NCBI
NCBITaxon:2779599	2026-09-12	attested rule: Enterobacter cloacae complex sp. I6, 3 sources incl. NCBI
NCBITaxon:2779600	2026-09-12	attested rule: Enterobacter cloacae complex sp. I5, 3 sources incl. NCBI
NCBITaxon:2779604	2026-09-12	attested rule: Enterobacter cloacae complex sp. I1M, 3 sources incl. NCBI
NCBITaxon:2779605	2026-09-12	attested rule: Enterobacter cloacae complex sp. I1, 3 sources incl. NCBI
NCBITaxon:2780087	2026-09-12	attested rule: Ramlibacter pallidus, 3 sources incl. NCBI
NCBITaxon:2780093	2026-09-12	attested rule: Bacillus renqingensis, 3 sources incl. NCBI
NCBITaxon:2781241	2026-09-12	attested rule: Saccharopolyspora galaxeae, 3 sources incl. NCBI
NCBITaxon:2781736	2026-09-12	attested rule: Gloeobacter morelensis MG652769, 3 sources incl. NCBI
NCBITaxon:2781738	2026-09-12	attested rule: Aquamicrobium zhengzhouense, 3 sources incl. NCBI
NCBITaxon:2781983	2026-09-12	attested rule: Brachybacterium epidermidis, 3 sources incl. NCBI
NCBITaxon:2782163	2026-09-12	attested rule: Candidatus Xianfuyuplasma coldseepsis, 3 sources incl. NCBI
NCBITaxon:2782537	2026-09-12	attested rule: Pseudoxanthomonas beigongshangi, 3 sources incl. NCBI
NCBITaxon:2782540	2026-09-12	attested rule: Sphingomonas beigongshangi, 3 sources incl. NCBI
NCBITaxon:2782547	2026-09-12	attested rule: Candidatus Shikimatogenerans silvanidophilus, 3 sources incl. NCBI
NCBITaxon:2783613	2026-09-12	attested rule: Pseudoalteromonas simplex, 3 sources incl. NCBI
NCBITaxon:2783614	2026-09-12	attested rule: Vibrio fluminensis, 3 sources incl. NCBI
NCBITaxon:2783797	2026-09-12	attested rule: Xylella fastidiosa subsp. morus, 3 sources incl. NCBI
NCBITaxon:2784387	2026-09-12	attested rule: Diaphorobacter caeni, 3 sources incl. NCBI
NCBITaxon:2785297	2026-09-12	attested rule: Savagea serpentis, 3 sources incl. NCBI
NCBITaxon:2785532	2026-09-12	attested rule: Exiguobacterium abrahamii, 3 sources incl. NCBI
NCBITaxon:2785629	2026-09-12	attested rule: Leclercia barmai, 3 sources incl. NCBI
NCBITaxon:2786953	2026-09-12	attested rule: Pinirhizobacter soli, 3 sources incl. NCBI
NCBITaxon:2786956	2026-09-12	attested rule: Phocaeicola faecalis, 3 sources incl. NCBI
NCBITaxon:2787734	2026-09-12	attested rule: Aquimarina sp. EL_32, 3 sources incl. NCBI
NCBITaxon:2787735	2026-09-12	attested rule: Aquimarina sp. EL_35, 3 sources incl. NCBI
NCBITaxon:2787736	2026-09-12	attested rule: Aquimarina sp. EL_43, 3 sources incl. NCBI
NCBITaxon:2789015	2026-09-12	attested rule: Candidatus Vampirococcus lugosii, 3 sources incl. NCBI
NCBITaxon:2791022	2026-09-12	attested rule: Pelagibacterium limicola, 3 sources incl. NCBI
NCBITaxon:2791027	2026-09-12	attested rule: Hymenobacter jeongseonensis, 3 sources incl. NCBI
NCBITaxon:2792084	2026-09-12	attested rule: Spiroplasma endosymbiont of 'Nebria riversi', 3 sources incl. NCBI
NCBITaxon:2792470	2026-09-12	attested rule: [Archangium] primigenium, 3 sources incl. NCBI
NCBITaxon:2792784	2026-09-12	attested rule: Lysobacter changpingensis, 3 sources incl. NCBI
NCBITaxon:2793066	2026-09-12	attested rule: Flavobacterium agrisoli, 3 sources incl. NCBI
NCBITaxon:2793261	2026-09-12	attested rule: Salmonella enterica subsp. enterica serovar 6,7:e,h:-, 3 sources incl. NCBI
NCBITaxon:2794344	2026-09-12	attested rule: Spongiibacter nanhainus, 3 sources incl. NCBI
NCBITaxon:2794574	2026-09-12	attested rule: Candidatus Symbiopectobacterium sp. 'North America', 3 sources incl. NCBI
NCBITaxon:2794583	2026-09-12	attested rule: Bacillus cereus group sp. N6, 3 sources incl. NCBI
NCBITaxon:2794584	2026-09-12	attested rule: Bacillus cereus group sp. N8, 3 sources incl. NCBI
NCBITaxon:2794585	2026-09-12	attested rule: Bacillus cereus group sp. N11, 3 sources incl. NCBI
NCBITaxon:2794586	2026-09-12	attested rule: Bacillus cereus group sp. N12, 3 sources incl. NCBI
NCBITaxon:2794588	2026-09-12	attested rule: Bacillus cereus group sp. N15, 3 sources incl. NCBI
NCBITaxon:2794589	2026-09-12	attested rule: Bacillus cereus group sp. N17, 3 sources incl. NCBI
NCBITaxon:2794590	2026-09-12	attested rule: Bacillus cereus group sp. N18, 3 sources incl. NCBI
NCBITaxon:2794591	2026-09-12	attested rule: Bacillus cereus group sp. N21, 3 sources incl. NCBI
NCBITaxon:2794592	2026-09-12	attested rule: Bacillus cereus group sp. N24, 3 sources incl. NCBI
NCBITaxon:2794593	2026-09-12	attested rule: Bacillus cereus group sp. N28, 3 sources incl. NCBI
NCBITaxon:2794594	2026-09-12	attested rule: Bacillus cereus group sp. N31, 3 sources incl. NCBI
NCBITaxon:2794595	2026-09-12	attested rule: Bacillus cereus group sp. N34, 3 sources incl. NCBI
NCBITaxon:2794934	2026-09-12	attested rule: sulfur-oxidizing endosymbiont of Gigantopelta aegis, 3 sources incl. NCBI
NCBITaxon:2794938	2026-09-12	attested rule: methane-oxidizing endosymbiont of Gigantopelta aegis, 3 sources incl. NCBI
NCBITaxon:2795031	2026-09-12	attested rule: Rhodococcus sp. P-2, 3 sources incl. NCBI
NCBITaxon:2795106	2026-09-12	attested rule: Allobosea sp. ASV33, 3 sources incl. NCBI
NCBITaxon:2795387	2026-09-12	attested rule: Lysobacter arenosi, 3 sources incl. NCBI
NCBITaxon:2795986	2026-09-12	attested rule: Aureibaculum flavum, 3 sources incl. NCBI
NCBITaxon:2796149	2026-09-12	attested rule: Paracoccus binzhouensis, 3 sources incl. NCBI
NCBITaxon:2797167	2026-09-12	attested rule: Streptomyces sp. HSG2, 3 sources incl. NCBI
NCBITaxon:2797637	2026-09-12	attested rule: Streptococcus sp. 121, 3 sources incl. NCBI
NCBITaxon:2798040	2026-09-12	attested rule: Leucobacter sp. L43, 3 sources incl. NCBI
NCBITaxon:2798804	2026-09-12	attested rule: Rhodoferax lithotrophicus, 3 sources incl. NCBI
NCBITaxon:2799495	2026-09-12	attested rule: Klebsiella sp. XY-1, 3 sources incl. NCBI
NCBITaxon:2799498	2026-09-12	attested rule: Antrihabitans auranticaus, 3 sources incl. NCBI
NCBITaxon:2799636	2026-09-12	attested rule: Catonella massiliensis, 3 sources incl. NCBI
NCBITaxon:2800325	2026-09-12	attested rule: Clostridium yunnanense, 3 sources incl. NCBI
NCBITaxon:2800326	2026-09-12	attested rule: Azospirillum endophyticum, 3 sources incl. NCBI
NCBITaxon:2801337	2026-09-12	attested rule: Nocardioides baculatus, 3 sources incl. NCBI
NCBITaxon:2801916	2026-09-12	attested rule: Sinomonas cellulolyticus, 3 sources incl. NCBI
NCBITaxon:2802052	2026-09-12	attested rule: Azospirillum aestuarii, 3 sources incl. NCBI
NCBITaxon:2802053	2026-09-12	attested rule: Candidatus Methylomicrobium oryzae, 3 sources incl. NCBI
NCBITaxon:2802281	2026-09-12	attested rule: Streptomyces siderophoricus, 3 sources incl. NCBI
NCBITaxon:2802283	2026-09-12	attested rule: Streptomyces sp. 7-21, 3 sources incl. NCBI
NCBITaxon:2802975	2026-09-12	attested rule: Desulfuromonas versatilis, 3 sources incl. NCBI
NCBITaxon:2803368	2026-09-12	attested rule: Nocardioides limicola, 3 sources incl. NCBI
NCBITaxon:2803379	2026-09-12	attested rule: Wolbachia endosymbiont of Erebia cassioides, 3 sources incl. NCBI
NCBITaxon:2803787	2026-09-12	attested rule: Caldalkalibacillus salinus, 3 sources incl. NCBI
NCBITaxon:2803861	2026-09-12	attested rule: Clostridium rhizosphaerae, 3 sources incl. NCBI
NCBITaxon:2803863	2026-09-12	attested rule: Clostridium paridis, 3 sources incl. NCBI
NCBITaxon:2804028	2026-09-12	attested rule: Proteiniclasticum sediminis, 3 sources incl. NCBI
NCBITaxon:2804918	2026-09-12	attested rule: Corynebacterium lipophilum, 3 sources incl. NCBI
NCBITaxon:2805427	2026-09-12	attested rule: Actinomadura luzonensis, 3 sources incl. NCBI
NCBITaxon:2806609	2026-09-12	attested rule: Candidatus Gromoviella agglomerans, 3 sources incl. NCBI
NCBITaxon:2810404	2026-09-12	attested rule: Escherichia coli O7:H4, 3 sources incl. NCBI
NCBITaxon:2810405	2026-09-12	attested rule: Escherichia coli O89m:H10, 3 sources incl. NCBI
NCBITaxon:2810406	2026-09-12	attested rule: Escherichia coli O89m:H9, 3 sources incl. NCBI
NCBITaxon:2810407	2026-09-12	attested rule: Escherichia coli O126:H45, 3 sources incl. NCBI
NCBITaxon:2810408	2026-09-12	attested rule: Escherichia coli O176:H45, 3 sources incl. NCBI
NCBITaxon:2810409	2026-09-12	attested rule: Escherichia coli H20, 3 sources incl. NCBI
NCBITaxon:2811779	2026-09-12	attested rule: Peptoniphilus rachelemmaiella, 3 sources incl. NCBI
NCBITaxon:2811780	2026-09-12	attested rule: Porphyromonas bobii, 3 sources incl. NCBI
NCBITaxon:2812000	2026-09-12	attested rule: Pseudomonas hygromyciniae, 3 sources incl. NCBI
NCBITaxon:2812664	2026-09-12	attested rule: Candidatus Symbiopectobacterium endolongispinus, 3 sources incl. NCBI
NCBITaxon:2813851	2026-09-12	attested rule: Thermostichus vulcanus str. 'Rupite', 3 sources incl. NCBI
NCBITaxon:2815099	2026-09-12	attested rule: Candidatus Phycosocius spiralis, 3 sources incl. NCBI
NCBITaxon:2815321	2026-09-12	attested rule: Candidatus Enterococcus murrayae, 3 sources incl. NCBI
NCBITaxon:2815322	2026-09-12	attested rule: Candidatus Enterococcus myersii, 3 sources incl. NCBI
NCBITaxon:2815324	2026-09-12	attested rule: Candidatus Enterococcus ferrettii, 3 sources incl. NCBI
NCBITaxon:2815325	2026-09-12	attested rule: Candidatus Enterococcus moelleringii, 3 sources incl. NCBI
NCBITaxon:2815326	2026-09-12	attested rule: Candidatus Enterococcus ikei, 3 sources incl. NCBI
NCBITaxon:2815329	2026-09-12	attested rule: Candidatus Enterococcus courvalinii, 3 sources incl. NCBI
NCBITaxon:2816035	2026-09-12	attested rule: [Muricauda] lutisoli (nom. illeg.), 3 sources incl. NCBI
NCBITaxon:2816036	2026-09-12	attested rule: Allomuricauda sp. CAU 1633, 3 sources incl. NCBI
NCBITaxon:2816048	2026-09-12	attested rule: Paracoccus shandongensis, 3 sources incl. NCBI
NCBITaxon:2816119	2026-09-12	attested rule: Flavobacterium flabelliforme, 3 sources incl. NCBI
NCBITaxon:2816120	2026-09-12	attested rule: Flavobacterium geliluteum, 3 sources incl. NCBI
NCBITaxon:2816862	2026-09-12	attested rule: Nocardiopsis oceanisediminis, 3 sources incl. NCBI
NCBITaxon:2816963	2026-09-12	attested rule: Carboxylicivirga litoralis, 3 sources incl. NCBI
NCBITaxon:2817907	2026-09-12	attested rule: Allobosea sp. BE168, 3 sources incl. NCBI
NCBITaxon:2817908	2026-09-12	attested rule: Allobosea sp. BE109, 3 sources incl. NCBI
NCBITaxon:2817909	2026-09-12	attested rule: Allobosea sp. BE125, 3 sources incl. NCBI
NCBITaxon:2818430	2026-09-12	attested rule: Allobosea sp. BE271, 3 sources incl. NCBI
NCBITaxon:2819233	2026-09-12	attested rule: Microvirga antarctica, 3 sources incl. NCBI
NCBITaxon:2819369	2026-09-12	attested rule: Capnocytophaga bilenii, 3 sources incl. NCBI
NCBITaxon:2820270	2026-09-12	attested rule: Candidatus Kaistella beijingensis, 3 sources incl. NCBI
NCBITaxon:2820523	2026-09-12	attested rule: Aestuarium zhoushanense, 3 sources incl. NCBI
NCBITaxon:2820812	2026-09-12	attested rule: Pararoseomonas baculiformis, 3 sources incl. NCBI
NCBITaxon:2821357	2026-09-12	attested rule: Cupriavidus consociatus, 3 sources incl. NCBI
NCBITaxon:2821359	2026-09-12	attested rule: Cupriavidus sp. AcVe19-1a, 3 sources incl. NCBI
NCBITaxon:2821488	2026-09-12	attested rule: Chitinophaga chungangae, 3 sources incl. NCBI
NCBITaxon:2822760	2026-09-12	attested rule: Rhodoferax sp. PAMC 29310, 3 sources incl. NCBI
NCBITaxon:2823807	2026-09-12	attested rule: Bradyrhizobium barranii subsp. barranii, 3 sources incl. NCBI
NCBITaxon:2823902	2026-09-12	attested rule: Candidatus Thiothrix anitrata, 3 sources incl. NCBI
NCBITaxon:2824122	2026-09-12	attested rule: Serratia silvae, 3 sources incl. NCBI
NCBITaxon:2827233	2026-09-12	attested rule: Pasteurella atlantica, 3 sources incl. NCBI
NCBITaxon:2828780	2026-09-12	attested rule: Methanococcoides seepicolus, 3 sources incl. NCBI
NCBITaxon:2828781	2026-09-12	attested rule: Oceanirhabdus seepicola, 3 sources incl. NCBI
NCBITaxon:2829501	2026-09-12	attested rule: Sulfitobacter albidus, 3 sources incl. NCBI
NCBITaxon:2830646	2026-09-12	attested rule: Neisseria uirgultaei, 3 sources incl. NCBI
NCBITaxon:2830647	2026-09-12	attested rule: Neisseria blantyrii, 3 sources incl. NCBI
NCBITaxon:2830648	2026-09-12	attested rule: Neisseria viridiae, 3 sources incl. NCBI
NCBITaxon:2830649	2026-09-12	attested rule: Neisseria benedictiae, 3 sources incl. NCBI
NCBITaxon:2830650	2026-09-12	attested rule: Neisseria basseii, 3 sources incl. NCBI
NCBITaxon:2830651	2026-09-12	attested rule: Neisseria maigaei, 3 sources incl. NCBI
NCBITaxon:2830844	2026-09-12	attested rule: Bacillus pfraonensis, 3 sources incl. NCBI
NCBITaxon:2831035	2026-09-12	attested rule: Candidatus Pantoea haifensis, 3 sources incl. NCBI
NCBITaxon:2831036	2026-09-12	attested rule: Candidatus Pantoea bituminis, 3 sources incl. NCBI
NCBITaxon:2831468	2026-09-12	attested rule: Pseudaminobacter soli (ex Zhang et al. 2022), 3 sources incl. NCBI
NCBITaxon:2831898	2026-09-12	attested rule: Modicisalibacter sp. R2A 31.J, 3 sources incl. NCBI
NCBITaxon:2834413	2026-09-12	attested rule: Paenibacillus sinensis, 3 sources incl. NCBI
NCBITaxon:2835866	2026-09-12	attested rule: Pseudonocardia mahuensis, 3 sources incl. NCBI
NCBITaxon:2835870	2026-09-12	attested rule: Leptodesmis sichuanensis A121, 3 sources incl. NCBI
NCBITaxon:2836180	2026-09-12	attested rule: Alteromonas oceanisediminis, 3 sources incl. NCBI
NCBITaxon:2838426	2026-09-12	attested rule: Candidatus Agathobaculum pullicola, 3 sources incl. NCBI
NCBITaxon:2838446	2026-09-12	attested rule: Candidatus Alistipes pullistercoris, 3 sources incl. NCBI
NCBITaxon:2838470	2026-09-12	attested rule: Candidatus Bacteroides intestinigallinarum, 3 sources incl. NCBI
NCBITaxon:2838522	2026-09-12	attested rule: Candidatus Collinsella stercoripullorum, 3 sources incl. NCBI
NCBITaxon:2841264	2026-09-12	attested rule: Candidatus Minimicrobia vallesae, 3 sources incl. NCBI
NCBITaxon:2841589	2026-09-12	attested rule: Gymnodinialimonas phycosphaerae, 3 sources incl. NCBI
NCBITaxon:2841594	2026-09-12	attested rule: Curtobacterium aetherium, 3 sources incl. NCBI
NCBITaxon:2843302	2026-09-12	attested rule: Burkholderia sola, 3 sources incl. NCBI
NCBITaxon:2843303	2026-09-12	attested rule: Burkholderia semiarida, 3 sources incl. NCBI
NCBITaxon:2843330	2026-09-12	attested rule: Elioraea tepida, 3 sources incl. NCBI
NCBITaxon:2847045	2026-09-12	attested rule: Geoalkalibacter halelectricus, 3 sources incl. NCBI
NCBITaxon:2848143	2026-09-12	attested rule: Escherichia coli O85:H1, 3 sources incl. NCBI
NCBITaxon:2848144	2026-09-12	attested rule: Escherichia coli O158:H23, 3 sources incl. NCBI
NCBITaxon:2848145	2026-09-12	attested rule: Escherichia coli O170:H18, 3 sources incl. NCBI
NCBITaxon:2849041	2026-09-12	attested rule: Marinobacterium ramblicola, 3 sources incl. NCBI
NCBITaxon:2849642	2026-09-12	attested rule: Helicobacter gastrofelis, 3 sources incl. NCBI
NCBITaxon:2850562	2026-09-12	attested rule: Wolbachia endosymbiont of Anurida maritima, 3 sources incl. NCBI
NCBITaxon:2851013	2026-09-12	attested rule: Sphingomicrobium clamense, 3 sources incl. NCBI
NCBITaxon:2854259	2026-09-12	attested rule: Nocardioides carbamazepini, 3 sources incl. NCBI
NCBITaxon:2855503	2026-09-12	attested rule: [Mycobacterium] nativiensis, 3 sources incl. NCBI
NCBITaxon:2855764	2026-09-12	attested rule: Clostridium hydrogenum, 3 sources incl. NCBI
NCBITaxon:2856608	2026-09-12	attested rule: Rickettsiella endosymbiont of Dermanyssus gallinae, 3 sources incl. NCBI
NCBITaxon:2857064	2026-09-12	attested rule: Pseudemcibacter aquimaris, 3 sources incl. NCBI
NCBITaxon:2859768	2026-09-12	attested rule: Echinicola marina, 3 sources incl. NCBI
NCBITaxon:2860197	2026-09-12	attested rule: Rossellomorea orangium, 3 sources incl. NCBI
NCBITaxon:2860290	2026-09-12	attested rule: Stenotrophomonas sepilia, 3 sources incl. NCBI
NCBITaxon:2861777	2026-09-12	attested rule: Marinobacter liaoningensis, 3 sources incl. NCBI
